EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
RM1450,32,26-35,No,Travel_Rarely,529,Research & Development,2,3,Technical Degree,1,2038,4,Male,78,3,1,Research Scientist,1,Single,26076,25k-30k,11288,1,Y,No,14,3,4,80,0,4,4,3,4,2,1,2
RM004,33,26-35,No,Travel_Frequently,1392,Research & Development,3,4,Life Sciences,1,5,4,Female,56,3,1,Research Scientist,3,Married,49818,45k-50k,23159,1,Y,Yes,11,3,3,80,0,8,3,3,8,7,3,0
RM031,33,26-35,No,Travel_Rarely,924,Research & Development,2,3,Medical,1,39,3,Male,78,3,1,Laboratory Technician,4,Single,16840,15k-20k,6670,4,Y,No,11,3,4,80,0,7,3,3,1,1,0,
RM040,33,26-35,No,Travel_Frequently,1141,Sales,1,3,Life Sciences,1,52,3,Female,42,4,2,Sales Executive,1,Married,9886,5k-10k,3193,2,Y,No,19,3,1,80,2,10,3,3,5,3,1,3
RM056,33,26-35,No,Travel_Frequently,515,Research & Development,1,2,Life Sciences,1,73,1,Female,98,3,3,Research Director,4,Single,33792,30k-35k,15146,1,Y,Yes,12,3,3,80,0,15,1,3,15,14,8,12
RM122,33,26-35,No,Non-Travel,750,Sales,22,2,Marketing,1,160,3,Male,95,3,2,Sales Executive,2,Married,34460,30k-35k,15480,0,Y,No,13,3,1,80,1,8,2,4,7,7,0,7
RM177,33,26-35,No,Travel_Rarely,134,Research & Development,2,3,Life Sciences,1,242,3,Male,90,3,1,Research Scientist,4,Single,24530,20k-25k,10515,0,Y,No,14,3,1,80,0,4,2,4,3,1,0,2
RM186,33,26-35,No,Travel_Rarely,931,Research & Development,14,3,Medical,1,252,4,Female,72,3,1,Research Scientist,2,Married,12846,10k-15k,4673,1,Y,No,13,3,4,80,1,8,5,3,8,7,1,6
RM222,33,26-35,No,Travel_Rarely,147,Research & Development,4,4,Medical,1,305,3,Female,47,2,1,Research Scientist,2,Married,29996,25k-30k,13248,6,Y,No,21,4,4,80,0,7,3,3,3,2,1,1
RM235,33,26-35,Yes,Travel_Rarely,813,Research & Development,14,3,Medical,1,325,3,Male,58,3,1,Laboratory Technician,4,Married,47798,45k-50k,22149,5,Y,Yes,13,3,3,80,1,8,2,1,5,4,0,4
RM237,33,26-35,Yes,Travel_Rarely,465,Research & Development,2,2,Life Sciences,1,328,1,Female,39,3,1,Laboratory Technician,1,Married,46518,45k-50k,21509,7,Y,No,20,4,1,80,0,13,3,4,9,7,1,7
RM247,33,26-35,No,Travel_Rarely,832,Research & Development,5,4,Life Sciences,1,338,3,Female,63,2,1,Research Scientist,4,Married,33052,30k-35k,14776,1,Y,No,13,3,3,80,1,2,2,2,2,2,0,2
RM314,33,26-35,No,Travel_Frequently,553,Research & Development,5,4,Life Sciences,1,428,4,Female,74,3,3,Manager,2,Married,50228,50k-55k,23364,6,Y,No,11,3,2,80,2,12,2,3,10,6,8,8
RM329,33,26-35,No,Travel_Frequently,508,Sales,10,3,Marketing,1,446,2,Male,46,2,2,Sales Executive,4,Single,12134,10k-15k,4317,3,Y,No,14,3,3,80,0,9,6,2,7,7,0,1
RM364,33,26-35,Yes,Travel_Rarely,350,Sales,5,3,Marketing,1,485,4,Female,34,3,1,Sales Representative,3,Single,21800,20k-25k,9150,1,Y,Yes,13,3,2,80,0,1,2,3,1,0,0,0
RM436,33,26-35,Yes,Travel_Rarely,1277,Research & Development,15,1,Medical,1,582,2,Male,56,3,3,Manager,3,Married,52738,50k-55k,24619,7,Y,Yes,12,3,4,80,0,15,2,4,7,6,7,7
RM437,33,26-35,Yes,Travel_Rarely,587,Research & Development,10,1,Medical,1,584,1,Male,38,1,1,Laboratory Technician,4,Divorced,16910,15k-20k,6705,7,Y,No,13,3,1,80,3,8,2,3,4,3,1,3
RM456,33,26-35,No,Travel_Rarely,922,Research & Development,1,5,Medical,1,612,1,Female,95,4,4,Research Director,3,Divorced,48656,45k-50k,22578,4,Y,No,19,3,3,80,1,10,2,3,6,1,0,5
RM500,33,26-35,No,Travel_Rarely,1216,Sales,8,4,Marketing,1,677,3,Male,39,3,2,Sales Executive,3,Divorced,44362,40k-45k,20431,0,Y,No,12,3,4,80,0,6,3,3,5,0,1,2
RM510,33,26-35,No,Travel_Frequently,1296,Research & Development,6,3,Life Sciences,1,692,3,Male,30,3,2,Healthcare Representative,4,Divorced,14170,10k-15k,5335,3,Y,No,23,4,3,80,1,15,2,1,13,11,4,7
RM515,33,26-35,Yes,Travel_Frequently,1076,Research & Development,3,3,Life Sciences,1,702,1,Male,70,3,1,Research Scientist,1,Single,9828,5k-10k,3164,1,Y,Yes,11,3,1,80,0,10,3,3,10,8,9,7
RM563,33,26-35,Yes,Travel_Rarely,527,Research & Development,1,4,Other,1,780,4,Male,63,3,1,Research Scientist,4,Single,13914,10k-15k,5207,1,Y,Yes,13,3,3,80,0,10,2,2,10,9,7,8
RM591,33,26-35,No,Travel_Rarely,213,Research & Development,7,3,Medical,1,817,3,Male,49,3,3,Research Director,3,Married,55490,55k-60k,25995,0,Y,No,11,3,4,80,0,14,3,4,13,9,3,7
RM592,33,26-35,Yes,Travel_Rarely,118,Sales,16,3,Marketing,1,819,1,Female,69,3,2,Sales Executive,1,Single,56514,55k-60k,26507,5,Y,No,15,3,3,80,0,6,3,3,3,2,0,2
RM620,33,26-35,No,Travel_Rarely,586,Sales,1,3,Medical,1,855,1,Male,48,4,2,Sales Executive,1,Divorced,47132,45k-50k,21816,1,Y,No,22,4,1,80,1,9,5,3,9,8,0,8
RM656,33,26-35,No,Travel_Rarely,1075,Human Resources,3,2,Human Resources,1,910,4,Male,57,3,1,Human Resources,2,Divorced,48800,45k-50k,22650,3,Y,Yes,11,3,3,80,1,7,4,4,4,3,0,3
RM674,33,26-35,No,Travel_Rarely,1198,Research & Development,1,4,Other,1,939,3,Male,100,2,1,Research Scientist,1,Single,10178,10k-15k,3339,3,Y,Yes,11,3,2,80,0,6,1,3,3,2,0,2
RM695,33,26-35,No,Travel_Rarely,1069,Research & Development,1,3,Life Sciences,1,969,2,Female,42,2,2,Healthcare Representative,4,Single,28082,25k-30k,12291,0,Y,No,14,3,1,80,0,6,3,3,5,0,1,4
RM711,33,26-35,No,Non-Travel,722,Sales,17,3,Life Sciences,1,992,4,Male,38,3,4,Manager,3,Single,44478,40k-45k,20489,1,Y,No,11,3,4,80,0,10,2,3,10,8,6,0
RM713,33,26-35,No,Travel_Rarely,461,Research & Development,13,1,Life Sciences,1,995,2,Female,53,3,1,Research Scientist,4,Single,37982,35k-40k,17241,3,Y,No,18,3,1,80,0,5,4,3,3,2,0,2
RM716,33,26-35,No,Travel_Frequently,827,Research & Development,1,4,Other,1,998,3,Female,84,4,2,Healthcare Representative,2,Married,43822,40k-45k,20161,1,Y,Yes,13,3,1,80,1,6,2,3,6,5,1,2
RM755,33,26-35,No,Non-Travel,1038,Sales,8,1,Life Sciences,1,1044,2,Female,88,2,1,Sales Representative,4,Single,46374,45k-50k,21437,0,Y,No,19,3,4,80,0,3,2,2,2,2,2,2
RM791,33,26-35,No,Travel_Rarely,654,Research & Development,5,3,Life Sciences,1,1099,4,Male,34,2,3,Healthcare Representative,4,Divorced,45928,45k-50k,21214,4,Y,No,15,3,3,80,1,9,2,3,3,2,1,2
RM793,33,26-35,Yes,Travel_Frequently,827,Research & Development,29,4,Medical,1,1101,1,Female,54,2,2,Research Scientist,3,Single,9758,5k-10k,3129,1,Y,No,22,4,2,80,0,14,4,3,13,7,3,8
RM799,33,26-35,Yes,Travel_Rarely,1017,Research & Development,25,3,Medical,1,1108,1,Male,55,2,1,Research Scientist,2,Single,9486,5k-10k,2993,4,Y,Yes,20,4,2,80,0,5,0,3,2,2,2,2
RM803,33,26-35,No,Travel_Frequently,970,Sales,7,3,Life Sciences,1,1114,4,Female,30,3,2,Sales Executive,2,Married,30302,30k-35k,13401,0,Y,No,17,3,3,80,1,4,3,3,3,2,0,2
RM830,33,26-35,Yes,Travel_Rarely,603,Sales,9,4,Marketing,1,1157,1,Female,77,3,2,Sales Executive,1,Single,40270,40k-45k,18385,0,Y,Yes,17,3,1,80,0,6,3,3,5,2,0,3
RM864,33,26-35,No,Travel_Rarely,147,Human Resources,2,3,Human Resources,1,1207,2,Male,99,3,1,Human Resources,3,Married,20358,20k-25k,8429,1,Y,No,13,3,4,80,1,5,2,3,5,4,1,4
RM873,33,26-35,No,Travel_Frequently,1146,Sales,25,3,Medical,1,1220,2,Female,82,3,2,Sales Executive,3,Married,13310,10k-15k,4905,1,Y,No,12,3,1,80,1,10,3,2,10,7,0,1
RM884,33,26-35,No,Travel_Rarely,117,Research & Development,9,3,Medical,1,1238,1,Male,60,3,1,Research Scientist,4,Married,16122,15k-20k,6311,0,Y,No,13,3,2,80,1,15,5,3,14,10,4,10
RM909,33,26-35,No,Travel_Rarely,536,Sales,10,5,Marketing,1,1268,4,Male,82,4,3,Sales Executive,3,Divorced,46916,45k-50k,21708,0,Y,Yes,14,3,4,80,2,10,3,3,9,8,0,8
RM991,33,26-35,No,Travel_Frequently,1111,Sales,5,1,Life Sciences,1,1395,2,Male,61,3,2,Sales Executive,4,Married,42086,40k-45k,19293,6,Y,No,13,3,1,80,0,8,2,4,5,4,1,2
RM1048,33,26-35,No,Travel_Frequently,430,Sales,7,3,Medical,1,1477,4,Male,54,3,2,Sales Executive,1,Married,38412,35k-40k,17456,0,Y,No,14,3,1,80,2,5,2,3,4,3,0,3
RM1067,33,26-35,No,Travel_Rarely,1099,Research & Development,4,4,Medical,1,1502,1,Female,82,2,1,Laboratory Technician,2,Married,19884,15k-20k,8192,8,Y,No,11,3,4,80,0,8,5,3,5,4,0,2
RM1075,33,26-35,No,Travel_Rarely,516,Research & Development,8,5,Life Sciences,1,1515,4,Male,69,3,2,Healthcare Representative,3,Single,47598,45k-50k,22049,2,Y,Yes,17,3,1,80,0,14,6,3,0,0,0,0
RM1092,33,26-35,No,Travel_Rarely,575,Research & Development,25,3,Life Sciences,1,1545,4,Male,44,2,2,Manufacturing Director,2,Single,51804,50k-55k,24152,1,Y,No,13,3,4,80,0,5,2,3,5,3,0,2
RM1096,33,26-35,No,Travel_Rarely,589,Research & Development,28,4,Life Sciences,1,1549,2,Male,79,3,2,Laboratory Technician,3,Married,49398,45k-50k,22949,1,Y,Yes,12,3,2,80,1,15,3,3,15,14,5,7
RM1106,33,26-35,No,Travel_Rarely,1242,Sales,8,4,Life Sciences,1,1560,1,Male,46,3,2,Sales Executive,1,Married,24678,20k-25k,10589,2,Y,No,13,3,4,80,1,8,6,1,2,2,2,2
RM1190,33,26-35,No,Travel_Rarely,392,Sales,2,4,Medical,1,1670,4,Male,93,3,2,Sales Executive,4,Divorced,11342,10k-15k,3921,1,Y,No,14,3,3,80,2,6,5,3,6,2,0,4
RM1199,33,26-35,No,Non-Travel,530,Sales,16,3,Life Sciences,1,1681,3,Female,36,3,2,Sales Executive,4,Divorced,35760,35k-40k,16130,1,Y,Yes,25,4,3,80,1,7,2,3,6,5,1,2
RM1211,33,26-35,No,Travel_Rarely,267,Research & Development,21,3,Medical,1,1698,2,Male,79,4,1,Laboratory Technician,2,Married,30774,30k-35k,13637,1,Y,No,18,3,4,80,3,14,6,3,14,11,2,13
RM1254,33,26-35,No,Non-Travel,1283,Sales,2,3,Marketing,1,1756,4,Female,62,3,2,Sales Executive,2,Single,24894,20k-25k,10697,8,Y,No,15,3,4,80,0,13,2,2,11,7,1,7
RM1256,33,26-35,Yes,Travel_Rarely,211,Sales,16,3,Life Sciences,1,1758,1,Female,74,3,3,Sales Executive,1,Single,23684,20k-25k,10092,2,Y,Yes,20,4,3,80,0,11,2,2,0,0,0,0
RM1266,33,26-35,No,Non-Travel,775,Research & Development,4,3,Technical Degree,1,1771,4,Male,90,3,2,Research Scientist,2,Divorced,15888,15k-20k,6194,5,Y,No,15,3,4,80,2,11,2,2,9,8,1,7
RM1283,33,26-35,No,Travel_Rarely,867,Research & Development,8,4,Life Sciences,1,1798,4,Male,90,4,1,Research Scientist,1,Married,15652,15k-20k,6076,6,Y,No,19,3,2,80,1,14,1,3,10,8,7,6
RM1364,33,26-35,No,Travel_Rarely,217,Sales,10,4,Marketing,1,1924,2,Male,43,3,2,Sales Executive,3,Single,24320,20k-25k,10410,1,Y,No,14,3,2,80,0,10,2,2,10,4,0,9
RM1399,33,26-35,No,Travel_Frequently,1303,Research & Development,7,2,Life Sciences,1,1970,4,Male,36,3,2,Healthcare Representative,3,Divorced,39658,35k-40k,18079,1,Y,No,20,4,3,80,3,9,2,3,9,7,2,8
RM1416,33,26-35,No,Non-Travel,1313,Research & Development,1,2,Medical,1,1994,2,Male,59,2,1,Laboratory Technician,3,Divorced,44378,40k-45k,20439,1,Y,No,12,3,3,80,3,1,2,2,1,1,0,0
RM1426,33,26-35,No,Travel_Rarely,501,Research & Development,15,2,Medical,1,2009,2,Female,95,3,2,Healthcare Representative,4,Married,46806,45k-50k,21653,0,Y,Yes,13,3,1,80,1,10,6,3,9,7,8,1
RM014,34,26-35,No,TravelRarely,1346,Research & Development,19,2,Medical,1,18,2,Male,93,3,1,Laboratory Technician,4,Divorced,21016,20k-25k,8758,0,Y,No,11,3,3,80,1,3,2,3,2,2,1,2
RM023,34,26-35,No,TravelRarely,419,Research & Development,7,4,Life Sciences,1,28,1,Female,53,3,3,Research Director,2,Single,46086,45k-50k,21293,0,Y,No,11,3,3,80,0,13,4,3,12,6,2,
RM025,34,26-35,Yes,Travel_Rarely,699,Research & Development,6,1,Medical,1,31,2,Male,83,3,1,Research Scientist,1,Single,37704,35k-40k,17102,2,Y,No,11,3,3,80,0,8,2,3,4,2,1,
RM047,34,26-35,No,Non-Travel,1065,Sales,23,4,Marketing,1,60,2,Male,72,3,2,Sales Executive,3,Single,23568,20k-25k,10034,0,Y,No,20,4,3,80,0,10,2,3,9,5,8,7
RM085,34,26-35,No,Travel_Rarely,1153,Research & Development,1,2,Medical,1,110,1,Male,94,3,2,Manufacturing Director,2,Married,38972,35k-40k,17736,1,Y,No,15,3,3,80,0,5,2,3,5,2,1,3
RM104,34,26-35,No,Travel_Rarely,665,Research & Development,6,4,Other,1,138,1,Female,41,3,2,Research Scientist,3,Single,28464,25k-30k,12482,1,Y,No,14,3,3,80,0,16,3,3,16,13,2,10
RM112,34,26-35,Yes,Travel_Frequently,658,Research & Development,7,3,Life Sciences,1,147,1,Male,66,1,2,Laboratory Technician,3,Single,49274,45k-50k,22887,1,Y,Yes,24,4,4,80,0,9,3,3,9,7,0,6
RM115,34,26-35,No,Travel_Rarely,1031,Research & Development,6,4,Life Sciences,1,151,3,Female,45,2,2,Research Scientist,2,Divorced,33500,30k-35k,15000,6,Y,No,15,3,3,80,1,12,3,3,1,0,0,0
RM117,34,26-35,No,Travel_Rarely,1354,Research & Development,5,3,Medical,1,153,3,Female,45,2,3,Manager,1,Single,14730,10k-15k,5615,2,Y,No,12,3,4,80,0,14,6,3,11,10,5,8
RM160,34,26-35,No,Travel_Frequently,303,Sales,2,4,Marketing,1,216,3,Female,75,3,1,Sales Representative,3,Married,26128,25k-30k,11314,6,Y,No,18,3,4,80,1,6,3,3,4,3,1,2
RM182,34,26-35,No,Travel_Rarely,629,Research & Development,27,2,Medical,1,247,4,Female,95,3,1,Research Scientist,2,Single,14922,10k-15k,5711,2,Y,No,15,3,4,80,0,9,3,3,3,2,1,2
RM189,34,26-35,No,Travel_Frequently,1069,Research & Development,2,1,Life Sciences,1,256,4,Male,45,2,2,Manufacturing Director,3,Married,31648,30k-35k,14074,1,Y,No,17,3,3,80,0,10,2,2,10,9,1,9
RM203,34,26-35,No,Travel_Frequently,878,Research & Development,10,4,Medical,1,277,4,Male,43,3,1,Research Scientist,3,Divorced,15444,15k-20k,5972,1,Y,Yes,17,3,4,80,1,5,4,4,5,3,2,0
RM248,34,26-35,No,Travel_Rarely,470,Research & Development,2,4,Life Sciences,1,339,4,Male,84,2,2,Manufacturing Director,1,Married,50874,50k-55k,23687,6,Y,No,13,3,2,80,1,13,3,3,11,9,5,9
RM379,34,26-35,Yes,Non-Travel,1362,Sales,19,3,Marketing,1,502,1,Male,67,4,2,Sales Executive,4,Single,12804,10k-15k,4652,8,Y,Yes,13,3,2,80,0,9,3,2,5,2,0,4
RM394,34,26-35,No,Non-Travel,1381,Sales,4,4,Marketing,1,523,3,Female,72,3,2,Sales Executive,3,Married,28980,25k-30k,12740,9,Y,No,15,3,1,80,1,6,3,3,3,2,1,2
RM416,34,26-35,Yes,Travel_Frequently,296,Sales,6,2,Marketing,1,555,4,Female,33,1,1,Sales Representative,3,Divorced,28006,25k-30k,12253,0,Y,No,16,3,4,80,1,3,3,2,2,2,1,0
RM433,34,26-35,No,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,1,579,4,Male,62,2,1,Research Scientist,3,Divorced,20332,20k-25k,8416,3,Y,No,12,3,3,80,1,14,3,3,7,3,5,7
RM441,34,26-35,Yes,Travel_Frequently,988,Human Resources,23,3,Human Resources,1,590,2,Female,43,3,3,Human Resources,1,Divorced,26566,25k-30k,11533,9,Y,Yes,15,3,3,80,3,11,2,3,3,2,0,2
RM463,34,26-35,No,Travel_Rarely,258,Sales,21,4,Life Sciences,1,621,4,Male,74,4,2,Sales Executive,4,Single,43342,40k-45k,19921,1,Y,No,12,3,4,80,0,10,3,3,10,7,5,7
RM482,34,26-35,No,Travel_Rarely,254,Research & Development,1,2,Life Sciences,1,649,2,Male,83,2,1,Research Scientist,4,Married,49088,45k-50k,22794,1,Y,Yes,13,3,4,80,1,6,3,3,6,5,1,3
RM495,34,26-35,No,Travel_Rarely,204,Sales,14,3,Technical Degree,1,666,3,Female,31,3,1,Sales Representative,3,Divorced,9324,5k-10k,2912,1,Y,Yes,18,3,4,80,2,8,3,3,8,2,0,6
RM504,34,26-35,No,Travel_Rarely,1397,Research & Development,1,5,Life Sciences,1,683,2,Male,42,3,1,Research Scientist,4,Married,18820,15k-20k,7660,1,Y,No,12,3,4,80,1,10,4,2,10,9,8,8
RM525,34,26-35,No,Travel_Rarely,1442,Research & Development,9,3,Medical,1,717,4,Female,46,2,3,Healthcare Representative,2,Single,38808,35k-40k,17654,1,Y,No,14,3,2,80,0,9,3,4,8,7,7,7
RM550,34,26-35,No,Travel_Rarely,970,Research & Development,8,2,Medical,1,757,2,Female,96,3,2,Healthcare Representative,3,Single,18220,15k-20k,7360,3,Y,No,11,3,4,80,0,10,2,3,5,1,4,3
RM561,34,26-35,No,Travel_Rarely,167,Research & Development,8,5,Life Sciences,1,775,2,Female,32,3,2,Manufacturing Director,1,Divorced,11874,10k-15k,4187,3,Y,No,14,3,3,80,1,7,3,3,0,0,0,0
RM568,34,26-35,No,Travel_Rarely,304,Sales,2,3,Other,1,786,4,Male,60,3,2,Sales Executive,4,Single,40872,40k-45k,18686,1,Y,No,22,4,3,80,0,6,5,3,6,5,1,4
RM575,34,26-35,No,Travel_Rarely,182,Research & Development,1,4,Life Sciences,1,797,2,Female,72,4,1,Research Scientist,4,Single,30602,30k-35k,13551,2,Y,No,16,3,3,80,0,10,2,3,4,2,1,3
RM580,34,26-35,No,Travel_Rarely,121,Research & Development,2,4,Medical,1,804,3,Female,86,2,1,Research Scientist,1,Single,18560,15k-20k,7530,1,Y,No,11,3,3,80,0,6,3,3,6,5,1,3
RM584,34,26-35,No,Travel_Rarely,1111,Sales,8,2,Life Sciences,1,808,3,Female,93,3,2,Sales Executive,1,Married,30110,30k-35k,13305,5,Y,No,17,3,2,80,1,6,1,3,3,2,1,2
RM607,34,26-35,No,Travel_Frequently,702,Research & Development,16,4,Life Sciences,1,838,3,Female,100,2,1,Research Scientist,4,Single,20112,20k-25k,8306,1,Y,No,16,3,3,80,0,6,3,3,5,2,1,3
RM614,34,26-35,No,Travel_Rarely,829,Human Resources,3,2,Human Resources,1,847,3,Male,88,3,1,Human Resources,4,Married,7986,5k-10k,2243,0,Y,No,19,3,3,80,1,4,1,1,3,2,0,2
RM672,34,26-35,No,Travel_Rarely,546,Research & Development,10,3,Life Sciences,1,934,2,Male,83,3,1,Laboratory Technician,2,Divorced,17292,15k-20k,6896,1,Y,No,14,3,2,80,2,1,3,3,1,0,1,0
RM758,34,26-35,No,Travel_Rarely,216,Sales,1,4,Marketing,1,1047,2,Male,75,4,2,Sales Executive,4,Divorced,28056,25k-30k,12278,0,Y,No,11,3,4,80,1,16,2,2,15,1,0,9
RM764,34,26-35,No,Travel_Rarely,1333,Sales,10,4,Life Sciences,1,1055,3,Female,87,3,1,Sales Representative,3,Married,40320,40k-45k,18410,1,Y,Yes,19,3,4,80,1,1,2,3,1,1,0,0
RM795,34,26-35,No,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,1103,1,Male,45,3,2,Healthcare Representative,4,Single,48032,45k-50k,22266,0,Y,No,17,3,3,80,0,7,1,2,6,2,0,4
RM804,34,26-35,No,Non-Travel,697,Research & Development,3,4,Life Sciences,1,1115,3,Male,40,2,1,Research Scientist,4,Married,48456,45k-50k,22478,3,Y,No,17,3,4,80,3,6,2,3,0,0,0,0
RM823,34,26-35,No,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,1,1140,4,Male,95,3,2,Manufacturing Director,3,Single,35168,35k-40k,15834,2,Y,No,11,3,4,80,0,5,3,2,3,2,0,2
RM835,34,26-35,No,Travel_Rarely,1400,Sales,9,1,Life Sciences,1,1163,2,Female,70,3,2,Sales Executive,3,Married,15158,15k-20k,5829,1,Y,No,20,4,1,80,0,6,3,2,6,5,1,3
RM848,34,26-35,No,Travel_Frequently,669,Research & Development,1,3,Medical,1,1184,4,Male,97,2,2,Healthcare Representative,1,Single,55010,55k-60k,25755,0,Y,No,20,4,3,80,0,14,3,3,13,9,4,9
RM907,34,26-35,No,Travel_Rarely,1320,Research & Development,20,3,Technical Degree,1,1265,3,Female,89,4,1,Research Scientist,3,Married,46786,45k-50k,21643,0,Y,No,17,3,4,80,0,2,5,2,1,0,0,0
RM918,34,26-35,No,Travel_Rarely,131,Sales,2,3,Marketing,1,1281,3,Female,86,3,2,Sales Executive,1,Single,15578,15k-20k,6039,0,Y,Yes,12,3,4,80,0,4,3,3,3,2,0,2
RM921,34,26-35,No,Travel_Frequently,135,Research & Development,19,3,Medical,1,1285,3,Female,46,3,2,Laboratory Technician,2,Divorced,48568,45k-50k,22534,4,Y,No,13,3,3,80,2,15,2,4,11,8,5,10
RM924,34,26-35,No,Travel_Frequently,648,Human Resources,11,3,Life Sciences,1,1289,3,Male,56,2,2,Human Resources,2,Married,47166,45k-50k,21833,4,Y,No,11,3,4,80,2,14,5,4,10,9,1,8
RM959,34,26-35,No,Travel_Rarely,943,Research & Development,9,3,Life Sciences,1,1344,4,Male,86,3,3,Healthcare Representative,4,Divorced,14488,10k-15k,5494,0,Y,No,11,3,4,80,1,10,0,2,9,7,1,6
RM965,34,26-35,No,Travel_Rarely,507,Sales,15,2,Medical,1,1356,3,Female,66,3,2,Sales Executive,1,Single,50606,50k-55k,23553,1,Y,No,12,3,4,80,0,10,6,4,10,8,9,6
RM978,34,26-35,No,Non-Travel,999,Research & Development,26,1,Technical Degree,1,1374,1,Female,92,2,1,Research Scientist,3,Divorced,35282,35k-40k,15891,1,Y,No,20,4,3,80,3,5,2,3,5,4,0,0
RM980,34,26-35,No,Travel_Rarely,285,Research & Development,29,3,Medical,1,1377,2,Male,86,3,2,Laboratory Technician,3,Married,38482,35k-40k,17491,4,Y,No,13,3,1,80,2,10,1,3,8,7,7,7
RM984,34,26-35,No,Travel_Rarely,404,Research & Development,2,4,Technical Degree,1,1383,3,Female,98,3,2,Healthcare Representative,4,Single,15826,15k-20k,6163,1,Y,No,11,3,4,80,0,14,2,4,14,11,4,11
RM1016,34,26-35,No,Travel_Frequently,560,Research & Development,1,4,Other,1,1431,4,Male,91,3,1,Research Scientist,1,Divorced,44068,40k-45k,20284,5,Y,No,14,3,3,80,2,10,2,3,4,3,1,3
RM1028,34,26-35,No,Travel_Rarely,401,Research & Development,1,3,Life Sciences,1,1447,4,Female,86,2,1,Laboratory Technician,2,Married,10916,10k-15k,3708,5,Y,No,17,3,1,80,1,7,2,2,5,4,0,2
RM1040,34,26-35,Yes,Travel_Rarely,1107,Human Resources,9,4,Technical Degree,1,1467,1,Female,52,3,1,Human Resources,3,Married,9644,5k-10k,3072,1,Y,No,15,3,4,80,0,2,0,3,2,2,2,2
RM1049,34,26-35,No,Travel_Rarely,1326,Sales,3,3,Other,1,1478,4,Male,81,1,2,Sales Executive,1,Single,35282,35k-40k,15891,3,Y,No,18,3,4,80,0,15,2,3,13,9,3,12
RM1056,34,26-35,No,Travel_Frequently,829,Research & Development,15,3,Medical,1,1485,2,Male,71,3,4,Research Director,1,Divorced,27358,25k-30k,11929,7,Y,No,14,3,4,80,2,16,3,2,14,8,6,9
RM1059,34,26-35,Yes,Travel_Rarely,790,Sales,24,4,Medical,1,1489,1,Female,40,2,2,Sales Executive,2,Single,19130,15k-20k,7815,0,Y,Yes,23,4,3,80,0,16,2,4,15,9,10,10
RM1085,34,26-35,No,Travel_Rarely,971,Sales,1,3,Technical Degree,1,1535,4,Male,64,2,3,Sales Executive,3,Married,28076,25k-30k,12288,1,Y,Yes,14,3,4,80,0,10,3,3,10,9,8,6
RM1088,34,26-35,No,Travel_Rarely,1440,Sales,7,2,Technical Degree,1,1541,2,Male,55,3,1,Sales Representative,3,Married,13388,10k-15k,4944,0,Y,Yes,25,4,2,80,1,12,4,3,11,10,5,7
RM1116,34,26-35,No,Travel_Rarely,479,Research & Development,7,4,Medical,1,1577,1,Male,35,3,1,Research Scientist,4,Single,47622,45k-50k,22061,1,Y,No,13,3,3,80,0,1,4,1,1,0,0,0
RM1118,34,26-35,No,Travel_Rarely,1351,Research & Development,1,4,Life Sciences,1,1580,2,Male,45,3,2,Research Scientist,4,Married,29516,25k-30k,13008,9,Y,No,17,3,2,80,1,9,3,2,2,2,2,1
RM1132,34,26-35,No,Travel_Frequently,653,Research & Development,10,4,Technical Degree,1,1597,4,Male,92,2,2,Healthcare Representative,3,Married,34164,30k-35k,15332,1,Y,No,14,3,2,80,1,8,3,2,8,2,7,7
RM1147,34,26-35,No,Travel_Frequently,426,Research & Development,10,4,Life Sciences,1,1615,3,Male,42,4,2,Manufacturing Director,4,Divorced,37500,35k-40k,17000,1,Y,No,13,3,1,80,1,9,3,3,9,7,7,2
RM1180,34,26-35,No,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,1,1658,4,Female,66,3,2,Research Scientist,2,Divorced,42164,40k-45k,19332,1,Y,No,12,3,3,80,1,11,2,3,11,8,7,9
RM1209,34,26-35,No,Travel_Rarely,1157,Research & Development,5,2,Medical,1,1696,2,Male,57,2,2,Laboratory Technician,4,Married,27324,25k-30k,11912,1,Y,No,14,3,3,80,1,15,3,4,15,10,4,13
RM1213,34,26-35,No,Travel_Rarely,678,Research & Development,19,3,Life Sciences,1,1701,2,Female,35,2,1,Research Scientist,4,Married,44176,40k-45k,20338,1,Y,No,12,3,2,80,0,10,3,3,10,9,8,7
RM1253,34,26-35,No,Travel_Rarely,181,Research & Development,2,4,Medical,1,1755,4,Male,97,4,1,Research Scientist,4,Married,14672,10k-15k,5586,0,Y,Yes,14,3,1,80,3,6,3,3,5,0,1,2
